row_number,case_id,turn_id,corpus_type,query,expected_keywords,blacklist,passed,missing_groups,blacklist_hit,candidate_count,returned_count,top_score,top5_memories,source
72,JY_TC032,7,召回记忆,你现在记住我最好的朋友是谁了吗？说出他的名字,张伟,,True,,False,438,5,0.68315943,"[{""mem_id"": ""01a013d41bbfb0bf47d31d74"", ""content"": ""用户最好的朋友是张伟"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.68315943}, {""mem_id"": ""01a013d833264f4d7dd31d74"", ""content"": ""用户的朋友是小王"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.57564866}, {""mem_id"": ""01a013e91ca5376dc8d31d74"", ""content"": ""用户的笔友叫安德烈"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.53107434}, {""mem_id"": ""01a013c22c8e4bdd77d31d74"", ""content"": ""用户周日晚上8点和朋友联机永劫无间"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.52769486}, {""mem_id"": ""01a013e70c17e6fce1d31d74"", ""content"": ""用户的名字是林一"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.52524241}]",core_memory_file
73,JY_TC033,1,召回记忆,今天周四了，提醒我明天要做什么事？,"每周五,晚上,8点,妈妈|母亲,视频|通话",,False,每周五 || 晚上 || 8点 || 妈妈|母亲,False,438,5,0.60212871,"[{""mem_id"": ""01a013ca02b31ea998d31d74"", ""content"": ""用户习惯在6:20先设个闹钟"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.60212871}, {""mem_id"": ""01a013d4cb6eff2429d31d74"", ""content"": ""用户准备以后设个闹钟提醒自己视频通话"", ""category"": ""semantic_memory"", ""subcategory"": """", ""score"": 0.5990018}, {""mem_id"": ""01a013e0208759b3f7d31d74"", ""content"": ""用户偶尔会写日记"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.57448071}, {""mem_id"": ""01a013e5ab43eafa3fd31d74"", ""content"": ""用户所在公司在2025年3月8日放了半天的假过三八妇女节"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.57123356}, {""mem_id"": ""01a013bf5e0bb882d7d31d74"", ""content"": ""用户在周末早上9点喝拿铁"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.5700207}]",core_memory_file
74,JY_TC033,2,召回记忆,我一般和家里人在什么时间联系？,"每周五,晚上,8点,妈妈|母亲,视频|通话",,False,每周五,False,438,5,0.65126653,"[{""mem_id"": ""01a013d4cb6e51e523d31d74"", ""content"": ""用户将每周与妈妈的视频通话时间从周日改为周五晚上8点"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.65126653}, {""mem_id"": ""01a013d4cb6e51202bd31d74"", ""content"": ""用户在2026年8月11日-2026年8月17日期间忘了和妈妈进行视频通话，导致妈妈生气"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.62086787}, {""mem_id"": ""01a013c11f09caf6e4d31d74"", ""content"": ""用户家族每个月第一个周六晚上会聚餐且轮流做东"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.62061543}, {""mem_id"": ""01a013da2d48c488aad31d74"", ""content"": ""用户每个月15号发工资"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.61513884}, {""mem_id"": ""01a013ca02b31ea998d31d74"", ""content"": ""用户习惯在6:20先设个闹钟"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.61505714}]",core_memory_file
75,JY_TC033,3,召回记忆,你觉得我和妈妈视频的时候可以聊什么话题？,"家长里短|家庭琐事|琐事,工作|压力",,False,工作|压力,False,438,5,0.74040883,"[{""mem_id"": ""01a013d4cb6e5888a1d31d74"", ""content"": ""用户的妈妈喜欢聊家长里短"", ""category"": ""semantic_memory"", ""subcategory"": """", ""score"": 0.74040883}, {""mem_id"": ""01a013d4cb6e51e523d31d74"", ""content"": ""用户将每周与妈妈的视频通话时间从周日改为周五晚上8点"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.68728025}, {""mem_id"": ""01a013d4cb6e51202bd31d74"", ""content"": ""用户在2026年8月11日-2026年8月17日期间忘了和妈妈进行视频通话，导致妈妈生气"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.66132174}, {""mem_id"": ""01a013d563e2eedc4cd31d74"", ""content"": ""用户有父母"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.61230713}, {""mem_id"": ""01a013e968d8f8c5e2d31d74"", ""content"": ""用户的母亲是公务员"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.58277279}]",core_memory_file
76,JY_TC033,4,召回记忆,我上周有没有和妈妈通过话？你帮我记一下,通话,,True,,False,438,5,0.70508242,"[{""mem_id"": ""01a013d4cb6e51202bd31d74"", ""content"": ""用户在2026年8月11日-2026年8月17日期间忘了和妈妈进行视频通话，导致妈妈生气"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.70508242}, {""mem_id"": ""01a013d4cb6e51e523d31d74"", ""content"": ""用户将每周与妈妈的视频通话时间从周日改为周五晚上8点"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.66366298}, {""mem_id"": ""01a013d4cb6e5888a1d31d74"", ""content"": ""用户的妈妈喜欢聊家长里短"", ""category"": ""semantic_memory"", ""subcategory"": """", ""score"": 0.64919496}, {""mem_id"": ""01a013eacee8dc9a8ad31d74"", ""content"": ""用户的母亲手机号是19830944938"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.61732109}, {""mem_id"": ""01a013dad6ac6bdff3d31d74"", ""content"": ""用户上次雅思口语考了6分"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.61015092}]",core_memory_file
77,JY_TC033,5,召回记忆,我妈妈生日快到了，我应该提前几天准备礼物？,,,True,,False,438,5,0.61568885,"[{""mem_id"": ""01a013d99812a96873d31d74"", ""content"": ""2026年10月1日是用户的妈妈生日"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.61568885}, {""mem_id"": ""01a013d4cb6e51e523d31d74"", ""content"": ""用户将每周与妈妈的视频通话时间从周日改为周五晚上8点"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.59644057}, {""mem_id"": ""01a013e5ab43cbe4c3d31d74"", ""content"": ""用户所在公司在2026年3月8日提前半天放假过三八妇女节"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.59365095}, {""mem_id"": ""01a013e11e0c9405a3d31d74"", ""content"": ""用户的妈妈奖励用户吃自助餐了"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.57501942}, {""mem_id"": ""01a013e968d8f8c5e2d31d74"", ""content"": ""用户的母亲是公务员"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.5671658}]",core_memory_file
78,JY_TC033,6,召回记忆,你记得我每周几和家里人通话吗？,每周五,,False,每周五,False,438,5,0.64131231,"[{""mem_id"": ""01a013d4cb6e51202bd31d74"", ""content"": ""用户在2026年8月11日-2026年8月17日期间忘了和妈妈进行视频通话，导致妈妈生气"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.64131231}, {""mem_id"": ""01a013d4cb6e51e523d31d74"", ""content"": ""用户将每周与妈妈的视频通话时间从周日改为周五晚上8点"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.63000667}, {""mem_id"": ""01a013cdc1bf83ab14d31d74"", ""content"": ""用户每周一、三、五晚上7点到8点去健身房练力量"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.61003238}, {""mem_id"": ""01a013d41bbfe7ed95d31d74"", ""content"": ""用户以前每周约李明轩吃饭"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.60928933}, {""mem_id"": ""01a013e0208759b3f7d31d74"", ""content"": ""用户偶尔会写日记"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.60611811}]",core_memory_file
79,JY_TC033,7,召回记忆,如果我周五加班，你觉得我应该改到哪天通话比较合适,"每周五,晚上,8点,妈妈|母亲",,False,每周五,False,438,5,0.72864198,"[{""mem_id"": ""01a013d4cb6e51e523d31d74"", ""content"": ""用户将每周与妈妈的视频通话时间从周日改为周五晚上8点"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.72864198}, {""mem_id"": ""01a013da2d48c488aad31d74"", ""content"": ""用户每个月15号发工资"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.62935648}, {""mem_id"": ""01a013d4cb6eff2429d31d74"", ""content"": ""用户准备以后设个闹钟提醒自己视频通话"", ""category"": ""semantic_memory"", ""subcategory"": """", ""score"": 0.62793323}, {""mem_id"": ""01a013c2b9c0a0685bd31d74"", ""content"": ""用户晚上改成复习语法"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.61658564}, {""mem_id"": ""01a013ca02b31ea998d31d74"", ""content"": ""用户习惯在6:20先设个闹钟"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.61157699}]",core_memory_file
80,JY_TC034,1,召回记忆,我家住在哪个小区？几号楼？,"阳光花园小区,3,202",,False,阳光花园小区,False,438,5,0.66504004,"[{""mem_id"": ""01a013d563e25242eed31d74"", ""content"": ""用户的住址是3号楼202室"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.66504004}, {""mem_id"": ""01a013d833261421dcd31d74"", ""content"": ""用户以前住在海淀区中关村"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.62087557}, {""mem_id"": ""01a013d1ecf2e4d0ddd31d74"", ""content"": ""用户的车停在B2层E区130号"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.60180992}, {""mem_id"": ""01a013e1f00779e1cad31d74"", ""content"": ""用户的新家离地铁站走路5分钟"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.57004096}, {""mem_id"": ""01a013d83326ce83b5d31d74"", ""content"": ""用户在2026年7月搬到了朝阳区青年路"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.56817745}]",core_memory_file
81,JY_TC034,2,召回记忆,帮我给家里每个人推荐一款鞋子,"5口人|父母|妹妹|爸|妈,鞋",,False,5口人|父母|妹妹|爸|妈,False,438,5,0.63862598,"[{""mem_id"": ""01a013d563e2ed43c1d31d74"", ""content"": ""用户讨厌给家里的长辈买鞋"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.63862598}, {""mem_id"": ""01a013c1a2b9e2a2aad31d74"", ""content"": ""用户买鞋子要买大半码"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.63307987}, {""mem_id"": ""01a013c1a2b9bff719d31d74"", ""content"": ""用户的运动鞋尺码是42.5"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.60870491}, {""mem_id"": ""01a013c1a2b95c4d5cd31d74"", ""content"": ""用户不喜欢阿迪达斯的Ultra Boost，因为觉得鞋型太窄"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.55710205}, {""mem_id"": ""01a013c1a2b9275355d31d74"", ""content"": ""用户跑步时喜欢穿厚袜子"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.55294694}]",core_memory_file
82,JY_TC034,3,召回记忆,我家橘子为啥老爱跑出家门？,"橘子,猫",,True,,False,438,5,0.91576027,"[{""mem_id"": ""01a013d563e211a7f3d31d74"", ""content"": ""用户的宠物橘子特别爱跑出家门"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.91576027}, {""mem_id"": ""01a013d563e2f29dd8d31d74"", ""content"": ""用户有一只叫橘子的猫"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.67939272}, {""mem_id"": ""01a013d563e2f23e04d31d74"", ""content"": ""用户的宠物橘子是橘猫"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.6689516}, {""mem_id"": ""01a013db79f4d7b661d31d74"", ""content"": ""用户家有一只布偶猫"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.53554158}, {""mem_id"": ""01a013d41bbf949fd2d31d74"", ""content"": ""张伟喜欢玩密室逃脱"", ""category"": ""semantic_memory"", ""subcategory"": """", ""score"": 0.52014677}]",core_memory_file
83,JY_TC034,4,召回记忆,家里人除了橘子还想养个别的宠物，养什么好？,"橘子,猫",,True,,False,438,5,0.7227845,"[{""mem_id"": ""01a013d563e2f23e04d31d74"", ""content"": ""用户的宠物橘子是橘猫"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.7227845}, {""mem_id"": ""01a013d563e2f29dd8d31d74"", ""content"": ""用户有一只叫橘子的猫"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.7112202}, {""mem_id"": ""01a013d563e211a7f3d31d74"", ""content"": ""用户的宠物橘子特别爱跑出家门"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.70575671}, {""mem_id"": ""01a013db79f4d7b661d31d74"", ""content"": ""用户家有一只布偶猫"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.56116164}, {""mem_id"": ""01a013ea9ccb5dfb02d31d74"", ""content"": ""用户家里有一只白色的小狗"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.548825}]",core_memory_file
84,JY_TC034,5,召回记忆,我的两个手机号分别是多少,"13800001234,13900005678",,False,13800001234 || 13900005678,False,438,5,0.73124376,"[{""mem_id"": ""01a013eacee8d59957d31d74"", ""content"": ""用户的父亲还有一个手机号是19866662222"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.73124376}, {""mem_id"": ""01a013eacee8dc9a8ad31d74"", ""content"": ""用户的母亲手机号是19830944938"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.69373241}, {""mem_id"": ""01a013e70c1727860cd31d74"", ""content"": ""用户的外号是一一"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.62328395}, {""mem_id"": ""01a013eacee8182109d31d74"", ""content"": ""用户的母亲短号是100834"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.61527}, {""mem_id"": ""01a013eacee811b4fed31d74"", ""content"": ""用户的父亲短号是100856"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.61212857}]",core_memory_file
85,JY_TC035,1,召回记忆,给我推荐菜谱，要我爱吃的,"宫保鸡丁,糖醋排骨",,False,宫保鸡丁,False,438,5,0.6224353,"[{""mem_id"": ""01a013ded4e2c849ebd31d74"", ""content"": ""用户晚餐自己做"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.6224353}, {""mem_id"": ""01a013dc2cb7488716d31d74"", ""content"": ""用户爱吃海鲜"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.61876603}, {""mem_id"": ""01a013dc2cb7af9ce8d31d74"", ""content"": ""用户喜欢吃螃蟹和虾"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.60289715}, {""mem_id"": ""01a013eb8c4516f7b3d31d74"", ""content"": ""用户喜欢鸭爪、卤蛋和牛肉干等食物"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.5970681}, {""mem_id"": ""01a013d5fe5fa8ff4fd31d74"", ""content"": ""用户爱吃糖醋排骨"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.59176115}]",core_memory_file
86,JY_TC035,2,召回记忆,附近有没有我喜欢的早餐卖,煎饼果子，大悦城,,False,煎饼果子 || 大悦城,False,438,5,0.6647523,"[{""mem_id"": ""01a013ded4e2d94a7dd31d74"", ""content"": ""用户早餐一般吃面包牛奶"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.6647523}, {""mem_id"": ""01a013e89e8b61b56ed31d74"", ""content"": ""用户喜欢吃榴莲味的披萨"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.59800929}, {""mem_id"": ""01a013bf5e0befa6b7d31d74"", ""content"": ""用户每天早上7点半喝一杯美式咖啡"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.59796394}, {""mem_id"": ""01a013eb8c4501da24d31d74"", ""content"": ""用户喜欢吃咸口零食"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.59484755}, {""mem_id"": ""01a013eb8c4516f7b3d31d74"", ""content"": ""用户喜欢鸭爪、卤蛋和牛肉干等食物"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.59463436}]",core_memory_file
87,JY_TC035,3,召回记忆,推荐几家适合我家聚餐的餐馆,海底捞,,True,,False,438,5,0.69013417,"[{""mem_id"": ""01a013d5fe5fa767e1d31d74"", ""content"": ""用户家庭聚餐喜欢去海底捞"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.69013417}, {""mem_id"": ""01a013c11f09caf6e4d31d74"", ""content"": ""用户家族每个月第一个周六晚上会聚餐且轮流做东"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.61382315}, {""mem_id"": ""01a013ded4e2c849ebd31d74"", ""content"": ""用户晚餐自己做"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.5890994}, {""mem_id"": ""01a013c11f09083a2bd31d74"", ""content"": ""用户在2026年9月5日晚上参加家族聚餐并准备川菜"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.57382623}, {""mem_id"": ""01a013d998122de479d31d74"", ""content"": ""用户每年在纪念日去第一次约会的餐厅"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.55110888}]",core_memory_file
88,JY_TC035,4,召回记忆,朋友叫我去吃海鲜大餐，我要去吗,"海鲜,生蚝",,False,生蚝,False,438,5,0.73060598,"[{""mem_id"": ""01a013dc2cb7488716d31d74"", ""content"": ""用户爱吃海鲜"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.73060598}, {""mem_id"": ""01a013d5fe5fa767e1d31d74"", ""content"": ""用户家庭聚餐喜欢去海底捞"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.66740716}, {""mem_id"": ""01a013dc2cb7af9ce8d31d74"", ""content"": ""用户喜欢吃螃蟹和虾"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.607484}, {""mem_id"": ""01a013d83326bc0f4ed31d74"", ""content"": ""用户和小王在2026年8月17日一起去奥森公园野餐了"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.5996473}, {""mem_id"": ""01a013c11f09083a2bd31d74"", ""content"": ""用户在2026年9月5日晚上参加家族聚餐并准备川菜"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.5743399}]",core_memory_file
89,JY_TC035,5,召回记忆,"最近有哪些水果有降价的,特别是我爱吃的",草莓,,True,,False,438,5,0.57266247,"[{""mem_id"": ""01a013d5fe5fcf6b7cd31d74"", ""content"": ""用户喜欢吃草莓"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.57266247}, {""mem_id"": ""01a013e3f1b3e20543d31d74"", ""content"": ""用户在拼多多平台购买便宜商品"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.56828242}, {""mem_id"": ""01a013e89e8b61b56ed31d74"", ""content"": ""用户喜欢吃榴莲味的披萨"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.5508755}, {""mem_id"": ""01a013e3f1b3bfbba8d31d74"", ""content"": ""用户一般只购买打折的商品"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.54205149}, {""mem_id"": ""01a013eb8c4566ecead31d74"", ""content"": ""用户喜欢吃甜辣口的零食"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.53822275}]",core_memory_file
90,JY_TC036,1,召回记忆,有点无聊，我要做点啥好,"乐高,悬疑",,True,,False,438,5,0.63821382,"[{""mem_id"": ""01a013d6ba36355beed31d74"", ""content"": ""用户无聊的时候喜欢拼乐高"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.63821382}, {""mem_id"": ""01a013d6ba367dcf9fd31d74"", ""content"": ""用户无聊的时候喜欢看悬疑电影"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.60067687}, {""mem_id"": ""01a013e0208759b3f7d31d74"", ""content"": ""用户偶尔会写日记"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.5785449}, {""mem_id"": ""01a013e37d55382febd31d74"", ""content"": ""用户现在一个人住在西安"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.57782313}, {""mem_id"": ""01a013df51b308e315d31d74"", ""content"": ""用户偶尔失眠"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.57169313}]",core_memory_file
91,JY_TC036,2,召回记忆,推荐音乐,"后摇,惘闻乐队",,False,后摇,False,438,5,0.65040549,"[{""mem_id"": ""01a013eb0a91975872d31d74"", ""content"": ""奶奶喜欢在上午听音乐"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.65040549}, {""mem_id"": ""01a013e7e961258b16d31d74"", ""content"": ""用户爱听古典乐"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.62409459}, {""mem_id"": ""01a013c7f305b49af6d31d74"", ""content"": ""用户下午6点下班路上喜欢听摇滚"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.62122573}, {""mem_id"": ""01a013e7e96179927dd31d74"", ""content"": ""用户喜欢张震岳的歌"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.60681267}, {""mem_id"": ""01a013d6ba36f5ec18d31d74"", ""content"": ""用户喜欢惘闻乐队"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.60193973}]",core_memory_file
92,JY_TC036,3,召回记忆,我忘了我最近在看的那个剧是什么名字来着？,繁花,,False,繁花,False,438,5,0.57034893,"[{""mem_id"": ""01a013d384c9bc5857d31d74"", ""content"": ""用户现在转看智斗番或治愈番"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.57034893}, {""mem_id"": ""01a013dfbecb121cbad31d74"", ""content"": ""用户有时会忘记吃药"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.54421228}, {""mem_id"": ""01a013ea1d92e1e54bd31d74"", ""content"": ""用户比较关注获奖电视剧"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.53931078}, {""mem_id"": ""01a013d6ba367dcf9fd31d74"", ""content"": ""用户无聊的时候喜欢看悬疑电影"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.53707597}, {""mem_id"": ""01a013dfbecbd9f153d31d74"", ""content"": ""用户在忘记吃药时会使用手机闹钟提醒"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.53381224}]",core_memory_file
93,JY_TC036,4,召回记忆,有什么游戏好玩？最好适合我的,策略类游戏|文明6|射击游戏,,True,,False,438,5,0.65933371,"[{""mem_id"": ""01a013d6ba3690090ad31d74"", ""content"": ""用户喜欢玩策略类游戏"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.65933371}, {""mem_id"": ""01a013e02087e19982d31d74"", ""content"": ""用户以前压力大时会打游戏"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.60647184}, {""mem_id"": ""01a013d6ba361d9cb6d31d74"", ""content"": ""用户喜欢文明6游戏"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.60372093}, {""mem_id"": ""01a013d6ba36355beed31d74"", ""content"": ""用户无聊的时候喜欢拼乐高"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.54926676}, {""mem_id"": ""01a013d6ba36857ef0d31d74"", ""content"": ""用户不喜欢射击游戏"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.54436548}]",core_memory_file
94,JY_TC036,5,召回记忆,我上次出门是啥时候了，干了啥,颐和园,,True,,False,438,5,0.70603591,"[{""mem_id"": ""01a013d6ba36b15134d31d74"", ""content"": ""用户上次出门是在2026年8月16日去逛了颐和园"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.70603591}, {""mem_id"": ""01a013e020875b4e4fd31d74"", ""content"": ""用户在2026年8月18日下午想出去跑步"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.64371503}, {""mem_id"": ""01a013e0208759b3f7d31d74"", ""content"": ""用户偶尔会写日记"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.6181717}, {""mem_id"": ""01a013df51b3c5f9b0d31d74"", ""content"": ""用户平时晚上11点睡觉"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.61505563}, {""mem_id"": ""01a013cdc1bf83ab14d31d74"", ""content"": ""用户每周一、三、五晚上7点到8点去健身房练力量"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.61344457}]",core_memory_file
95,JY_TC037,1,召回记忆,通通考考你，我现在是做什么的,软件工程|互联网|后端|开发,,False,软件工程|互联网|后端|开发,False,438,5,0.55532865,"[{""mem_id"": ""01a013e37d5518f3d6d31d74"", ""content"": ""用户在西安工作"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.55532865}, {""mem_id"": ""01a013e968d8f8c5e2d31d74"", ""content"": ""用户的母亲是公务员"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.54807028}, {""mem_id"": ""01a013dad6ac6a5abfd31d74"", ""content"": ""用户考试前一般会刷真题和做思维导图"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.54800222}, {""mem_id"": ""01a013e968d865dab1d31d74"", ""content"": ""用户的父亲是做外贸的"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.54767019}, {""mem_id"": ""01a013db79f49fa3ffd31d74"", ""content"": ""用户平时骑共享单车上班"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.54280961}]",core_memory_file
96,JY_TC037,2,召回记忆,我最近在学什么,Python|数据分析,,False,Python|数据分析,False,438,5,0.66732408,"[{""mem_id"": ""01a013c2b9c0669ff5d31d74"", ""content"": ""用户正在自学日语"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.66732408}, {""mem_id"": ""01a013e473f0b7fed6d31d74"", ""content"": ""用户组的同事小张最近在做一个NLP项目"", ""category"": ""semantic_memory"", ""subcategory"": """", ""score"": 0.61559563}, {""mem_id"": ""01a013dcd4357675e3d31d74"", ""content"": ""用户在2026年8月17日-2026年8月23日期间在学前端开发，具体学React框架"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.61157682}, {""mem_id"": ""01a013d773bc56a0e8d31d74"", ""content"": ""用户偶尔上Coursera学习"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.60747204}, {""mem_id"": ""01a013d0f3f454c033d31d74"", ""content"": ""用户儿子每周二和周四下午4点到5点半学钢琴"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.59352676}]",core_memory_file
97,JY_TC037,3,召回记忆,给我定个学习目标,Python|数据分析|PMP,,False,Python|数据分析|PMP,False,438,5,0.62226139,"[{""mem_id"": ""01a013e1a329f71267d31d74"", ""content"": ""用户考研数学成绩130分"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.62226139}, {""mem_id"": ""01a013c2b9c0669ff5d31d74"", ""content"": ""用户正在自学日语"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.62110332}, {""mem_id"": ""01a013e82df9a1f11dd31d74"", ""content"": ""用户计划将多邻国学习到100级"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.6162935}, {""mem_id"": ""01a013c2b9c0a0685bd31d74"", ""content"": ""用户晚上改成复习语法"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.61613573}, {""mem_id"": ""01a013e11e0c4c1d29d31d74"", ""content"": ""用户数学考了100分"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.61451752}]",core_memory_file
