row_number,case_id,turn_id,corpus_type,query,expected_keywords,blacklist,passed,missing_groups,blacklist_hit,candidate_count,returned_count,top_score,top5_memories,source
78,JY_TC033,6,召回记忆,你记得我每周几和家里人通话吗？,每周五,,False,每周五,False,218,5,0.66603577,"[{""mem_id"": ""dream_d663f26644e7730172ab48be"", ""content"": ""用户每周与妈妈进行视频通话，时间已调整为周五晚上8点，并计划设置闹钟提醒以避免遗忘。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.66603577}, {""mem_id"": ""dream_a88d129d88d219ae39bd1e59"", ""content"": ""用户以前每周约李明轩吃饭。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.59519184}, {""mem_id"": ""dream_59e47e0d67dbe219f5c05ff5"", ""content"": ""用户每周六上线原神刷周本BOSS。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.57316282}, {""mem_id"": ""dream_0059071f62ee1944d1e1bddf"", ""content"": ""用户的父亲拥有手机号19866662222和短号100856"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.56565241}, {""mem_id"": ""dream_3e9e1d8478c1a11b6222b084"", ""content"": ""用户有时会忘记吃药，因此使用手机闹钟提醒服药。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.55955111}]",core_memory_file
79,JY_TC033,7,召回记忆,如果我周五加班，你觉得我应该改到哪天通话比较合适,"每周五,晚上,8点,妈妈|母亲",,False,每周五,False,218,5,0.66525783,"[{""mem_id"": ""dream_d663f26644e7730172ab48be"", ""content"": ""用户每周与妈妈进行视频通话，时间已调整为周五晚上8点，并计划设置闹钟提醒以避免遗忘。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.66525783}, {""mem_id"": ""dream_28e19637ceff90ae70abcc9a"", ""content"": ""用户所在公司在2025年3月8日和2026年3月8日均因三八妇女节放假半天"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.58282542}, {""mem_id"": ""dream_59e47e0d67dbe219f5c05ff5"", ""content"": ""用户每周六上线原神刷周本BOSS。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.56719449}, {""mem_id"": ""dream_d6fdd6574653c5648eaec90b"", ""content"": ""用户每月15日发工资，发薪当天会优先偿还信用卡（每月5日到期，金额约3000元），且不喜欢使用自动还款功能。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.5589119}, {""mem_id"": ""dream_a611cd6d08ccea4dbde3c726"", ""content"": ""用户在周末早上9点喝拿铁"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.55797136}]",core_memory_file
80,JY_TC034,1,召回记忆,我家住在哪个小区？几号楼？,"阳光花园小区,3,202",,False,阳光花园小区,False,218,5,0.65911395,"[{""mem_id"": ""dream_071f5d5eddbb4a19fd489cbf"", ""content"": ""用户的住址是3号楼202室。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.65911395}, {""mem_id"": ""dream_a4885127d34f3d847c060937"", ""content"": ""用户目前居住在北京朝阳区青年路（2026年7月从海淀区中关村搬来）。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.59352998}, {""mem_id"": ""dream_4e9457cb7cb249638ff5f986"", ""content"": ""用户最好的朋友是张伟，且张伟住在用户家楼下。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.57812605}, {""mem_id"": ""dream_b5fda6afd142b9e6cf4bff87"", ""content"": ""用户儿子每周二和周四下午4点到5点半在少年宫3楼学习钢琴"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.5570794}, {""mem_id"": ""dream_deb5b6738911c1b44798a7fd"", ""content"": ""用户的户口本和结婚证存放在衣柜最底层的保险柜中"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.54076146}]",core_memory_file
81,JY_TC034,2,召回记忆,帮我给家里每个人推荐一款鞋子,"5口人|父母|妹妹|爸|妈,鞋",,True,,False,218,5,0.65037385,"[{""mem_id"": ""dream_a4694ecb27ceb1759b9f9b62"", ""content"": ""用户讨厌给家里的长辈买鞋。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.65037385}, {""mem_id"": ""dream_cb9006a4e96546ff33f95fdf"", ""content"": ""用户购买运动鞋时偏好耐克Air Max系列，不喜欢阿迪达斯Ultra Boost（因鞋型太窄），且习惯买大半码（当前运动鞋尺码为42.5），跑步时喜欢穿厚袜子。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.55910661}, {""mem_id"": ""dream_365e63de3104fe95d81345e2"", ""content"": ""用户有抖腿的习惯。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.53804671}, {""mem_id"": ""dream_5632c5b2428f2edea9128c76"", ""content"": ""用户有在儿子每次下课后买一个冰淇淋奖励他的习惯"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.5267933}, {""mem_id"": ""dream_1d5650999d0cdf450adf923a"", ""content"": ""用户有一个妹妹。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.5148596}]",core_memory_file
82,JY_TC034,3,召回记忆,我家橘子为啥老爱跑出家门？,"橘子,猫",,True,,False,218,5,0.89044469,"[{""mem_id"": ""dream_e656cb5c7622b8f23565256a"", ""content"": ""用户养了一只名叫橘子的橘猫，这只猫特别爱跑出家门。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.89044469}, {""mem_id"": ""dream_62f5b04cdb1f91005809b7dc"", ""content"": ""张伟喜欢打篮球和玩密室逃脱。"", ""category"": ""semantic_memory"", ""subcategory"": """", ""score"": 0.51405304}, {""mem_id"": ""dream_365e63de3104fe95d81345e2"", ""content"": ""用户有抖腿的习惯。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.50925606}, {""mem_id"": ""dream_5068e1d0cd43ab93d12106ec"", ""content"": ""用户家里有一只白色的小狗"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.50613081}, {""mem_id"": ""dream_1f06bede3d1308a1cb72025f"", ""content"": ""用户的女儿喜欢看《十万个为什么》"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.47292055}]",core_memory_file
83,JY_TC034,4,召回记忆,家里人除了橘子还想养个别的宠物，养什么好？,"橘子,猫",,True,,False,218,5,0.6785865,"[{""mem_id"": ""dream_e656cb5c7622b8f23565256a"", ""content"": ""用户养了一只名叫橘子的橘猫，这只猫特别爱跑出家门。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.6785865}, {""mem_id"": ""dream_5068e1d0cd43ab93d12106ec"", ""content"": ""用户家里有一只白色的小狗"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.548825}, {""mem_id"": ""dream_e1d63a2ea487ae583c13969c"", ""content"": ""用户养了一只名叫Lucky的3岁布偶猫。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.52373649}, {""mem_id"": ""dream_f0dc3c135c887d950926ff76"", ""content"": ""用户工位对面的同事是李芳，李芳养了一只布偶猫"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.50400455}, {""mem_id"": ""dream_9279903a52a84a28df65dfb8"", ""content"": ""用户在零食品牌偏好上，喜欢良品铺子和卫龙，不喜欢百草园和三只松鼠。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.49267618}]",core_memory_file
84,JY_TC034,5,召回记忆,我的两个手机号分别是多少,"13800001234,13900005678",,False,13800001234 || 13900005678,False,218,5,0.70721139,"[{""mem_id"": ""dream_bc195bc8b87c5a25d488c569"", ""content"": ""用户的母亲拥有手机号19830944938和短号100834"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.70721139}, {""mem_id"": ""dream_0059071f62ee1944d1e1bddf"", ""content"": ""用户的父亲拥有手机号19866662222和短号100856"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.70609319}, {""mem_id"": ""dream_620c2049ec22da650b5707fc"", ""content"": ""用户的车牌号是京A88888"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.60799067}, {""mem_id"": ""dream_fc5054b74288001be639e01c"", ""content"": ""用户的QQ邮箱是56988432@qq.com"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.59590691}, {""mem_id"": ""dream_514899a453a5a2595ba6b639"", ""content"": ""用户拥有中国和加拿大双重国籍"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.59481256}]",core_memory_file
85,JY_TC035,1,召回记忆,给我推荐菜谱，要我爱吃的,"宫保鸡丁,糖醋排骨",,True,,False,218,5,0.60939433,"[{""mem_id"": ""dream_d06b703c9e13d10a2f0228c9"", ""content"": ""用户爱吃海鲜，特别是螃蟹和虾。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.60939433}, {""mem_id"": ""dream_cbc5f9b7467efeab5f899795"", ""content"": ""用户家庭聚餐时喜欢去海底捞。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.57098658}, {""mem_id"": ""dream_14e718b424b9f535e6581221"", ""content"": ""用户在饮食口味上偏好草莓、糖醋排骨和宫保鸡丁，但讨厌吃苦瓜。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.55728951}, {""mem_id"": ""dream_ee50f9abeaa73687dc7aa326"", ""content"": ""用户喜欢甜豆浆，但不喜欢水煮蛋"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.55701058}, {""mem_id"": ""dream_b686857bf0bb19fb088568c9"", ""content"": ""用户家族有每月第一个周六晚上聚餐且轮流做东的习惯，用户曾在2026年9月5日参加聚餐并准备川菜"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.5502957}]",core_memory_file
86,JY_TC035,2,召回记忆,附近有没有我喜欢的早餐卖,煎饼果子，大悦城,,False,煎饼果子 || 大悦城,False,218,5,0.57445605,"[{""mem_id"": ""dream_b6968e669e3769749e802ad9"", ""content"": ""用户日常饮食安排为：早餐一般吃面包牛奶，午餐在食堂吃，晚餐自己做，且不喝茶"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.57445605}, {""mem_id"": ""dream_96574b9df86a2c09823e9d47"", ""content"": ""用户每天早上7点半喝一杯不加糖的美式咖啡"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.5691783}, {""mem_id"": ""dream_71a050a1cc1f83214546e928"", ""content"": ""用户在2026年8月21日上午9点去盒马鲜生购物，购买了鸡蛋、空心菜和纯牛奶"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.56795837}, {""mem_id"": ""dream_a88d129d88d219ae39bd1e59"", ""content"": ""用户以前每周约李明轩吃饭。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.56099515}, {""mem_id"": ""dream_cbc5f9b7467efeab5f899795"", ""content"": ""用户家庭聚餐时喜欢去海底捞。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.56057062}]",core_memory_file
87,JY_TC035,3,召回记忆,推荐几家适合我家聚餐的餐馆,海底捞,,True,,False,218,5,0.68445958,"[{""mem_id"": ""dream_cbc5f9b7467efeab5f899795"", ""content"": ""用户家庭聚餐时喜欢去海底捞。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.68445958}, {""mem_id"": ""dream_b686857bf0bb19fb088568c9"", ""content"": ""用户家族有每月第一个周六晚上聚餐且轮流做东的习惯，用户曾在2026年9月5日参加聚餐并准备川菜"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.56995056}, {""mem_id"": ""dream_a88d129d88d219ae39bd1e59"", ""content"": ""用户以前每周约李明轩吃饭。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.5440425}, {""mem_id"": ""dream_9a1f0a5c4d1259e36dddbfa2"", ""content"": ""用户在2026年8月与朋友小王有过两次聚会：8月13日一起吃烤肉，8月17日一起去奥森公园野餐。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.54113276}, {""mem_id"": ""dream_db4b2e3137c111e9e6a40a3c"", ""content"": ""用户在2026年生日打算请几个朋友吃火锅和唱K"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.53387695}]",core_memory_file
88,JY_TC035,4,召回记忆,朋友叫我去吃海鲜大餐，我要去吗,"海鲜,生蚝",,False,生蚝,False,218,5,0.68147412,"[{""mem_id"": ""dream_cbc5f9b7467efeab5f899795"", ""content"": ""用户家庭聚餐时喜欢去海底捞。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.68147412}, {""mem_id"": ""dream_d06b703c9e13d10a2f0228c9"", ""content"": ""用户爱吃海鲜，特别是螃蟹和虾。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.67442874}, {""mem_id"": ""dream_9a1f0a5c4d1259e36dddbfa2"", ""content"": ""用户在2026年8月与朋友小王有过两次聚会：8月13日一起吃烤肉，8月17日一起去奥森公园野餐。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.5928938}, {""mem_id"": ""dream_db4b2e3137c111e9e6a40a3c"", ""content"": ""用户在2026年生日打算请几个朋友吃火锅和唱K"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.57364382}, {""mem_id"": ""dream_a88d129d88d219ae39bd1e59"", ""content"": ""用户以前每周约李明轩吃饭。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.56531096}]",core_memory_file
89,JY_TC035,5,召回记忆,"最近有哪些水果有降价的,特别是我爱吃的",草莓,,True,,False,218,5,0.5251391,"[{""mem_id"": ""dream_d06b703c9e13d10a2f0228c9"", ""content"": ""用户爱吃海鲜，特别是螃蟹和虾。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.5251391}, {""mem_id"": ""dream_14e718b424b9f535e6581221"", ""content"": ""用户在饮食口味上偏好草莓、糖醋排骨和宫保鸡丁，但讨厌吃苦瓜。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.52281182}, {""mem_id"": ""dream_39e91d306a6bd59356f36b33"", ""content"": ""用户在披萨口味偏好上，不喜欢火腿和菠萝，但喜欢榴莲味。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.52244976}, {""mem_id"": ""dream_21ef2441c77af976ca01b6bc"", ""content"": ""用户最近购买了一张周杰伦专辑"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.51743475}, {""mem_id"": ""dream_5632c5b2428f2edea9128c76"", ""content"": ""用户有在儿子每次下课后买一个冰淇淋奖励他的习惯"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.50989515}]",core_memory_file
90,JY_TC036,1,召回记忆,有点无聊，我要做点啥好,"乐高,悬疑",,True,,False,218,5,0.65263804,"[{""mem_id"": ""dream_9559d0b29e5f0bf9313df234"", ""content"": ""用户无聊时的休闲活动包括看悬疑电影和拼乐高"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.65263804}, {""mem_id"": ""dream_155580ab7bba8241677182e9"", ""content"": ""用户喜欢自由行，不喜欢跟团游；不喜欢爬山，觉得太累。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.54712605}, {""mem_id"": ""dream_57dcc02d749389c56e9f6327"", ""content"": ""用户会弹古筝、琵琶和古琴"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.54576309}, {""mem_id"": ""dream_5068e1d0cd43ab93d12106ec"", ""content"": ""用户家里有一只白色的小狗"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.54276605}, {""mem_id"": ""dream_3984d4c82046bea3b0a5bd62"", ""content"": ""用户的性格类型是INFP，讨厌社交，且反感做事没有规划的人。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.53709794}]",core_memory_file
91,JY_TC036,2,召回记忆,推荐音乐,"后摇,惘闻乐队",,False,后摇 || 惘闻乐队,False,218,5,0.60615571,"[{""mem_id"": ""dream_baabfdab3648a7fe9a145f73"", ""content"": ""用户喜欢张震岳的歌曲"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.60615571}, {""mem_id"": ""dream_d4e4a1ff482dbe27cb3a433e"", ""content"": ""用户喜爱古典乐，并习惯使用交响乐或轻音乐作为助眠方式"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.59274946}, {""mem_id"": ""dream_1d184669bc91712442fed008"", ""content"": ""用户喜欢悉尼歌剧院。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.59100963}, {""mem_id"": ""dream_20e0278814784aeb43fd0b94"", ""content"": ""用户是陈奕迅的忠实歌迷，最喜欢其歌曲《富士山下》"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.584076}, {""mem_id"": ""dream_733d9d3c157490d9623c81b2"", ""content"": ""用户有每天中午12点半到1点午休时听古典吉他曲的习惯，喜欢的曲目包括《爱的罗曼史》。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.57887499}]",core_memory_file
92,JY_TC036,3,召回记忆,我忘了我最近在看的那个剧是什么名字来着？,繁花,,True,,False,218,5,0.52857371,"[{""mem_id"": ""dream_7018336d8346985ce3a6d4f5"", ""content"": ""用户在2026年8月16日去逛了颐和园，并在2026年8月17日追剧《繁花》且觉得画面很美"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.52857371}, {""mem_id"": ""dream_5b3144aa48ce40e43ba9b7a6"", ""content"": ""用户曾观看《午夜凶铃》，导致之后三天睡眠不佳。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.51845771}, {""mem_id"": ""dream_a10d4b27801dce67c4d52f9b"", ""content"": ""用户看过《星际穿越》三遍"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.5122575}, {""mem_id"": ""dream_0753d3c73208a78c12300a25"", ""content"": ""用户喜欢看唐嫣主演的电视剧《何以笙箫默》"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.50235877}, {""mem_id"": ""dream_4569b355e481fed11eb9c11f"", ""content"": ""用户偏好观看犯罪、复仇题材且结局较好的电影"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.49743873}]",core_memory_file
93,JY_TC036,4,召回记忆,有什么游戏好玩？最好适合我的,策略类游戏|文明6|射击游戏,,True,,False,218,5,0.60984221,"[{""mem_id"": ""dream_51c6bcac5a02e9c21b2f40a1"", ""content"": ""用户喜欢策略类游戏（如文明6），但不喜欢射击游戏"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.60984221}, {""mem_id"": ""dream_9559d0b29e5f0bf9313df234"", ""content"": ""用户无聊时的休闲活动包括看悬疑电影和拼乐高"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.56474586}, {""mem_id"": ""dream_a6672c35ed8cb22a1e92e648"", ""content"": ""用户喜欢动手类的爱好，如木工和装机"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.54652852}, {""mem_id"": ""dream_fda411dbaefd3990143aa07e"", ""content"": ""用户不喜欢无脑打斗类的战斗番（如龙珠），目前偏好观看智斗番或治愈番。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.53833922}, {""mem_id"": ""dream_b3b1b3066559ce6d11f278f0"", ""content"": ""用户认为《钢之炼金术师》是其心目中的Top 1作品。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.52840701}]",core_memory_file
94,JY_TC036,5,召回记忆,我上次出门是啥时候了，干了啥,颐和园,,False,颐和园,False,218,5,0.58650975,"[{""mem_id"": ""dream_d0d0bc6d4886f552f5590c42"", ""content"": ""用户曾加入一个羽毛球社区，习惯每周二晚上参加活动。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.58650975}, {""mem_id"": ""dream_86a528f4fb338846055c9320"", ""content"": ""用户每周一、三、五晚上7点到8点去健身房进行力量训练，主要练习背部和腿部肌肉"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.58538549}, {""mem_id"": ""dream_9e3290d771c752826bd53c49"", ""content"": ""用户计划于2026年9月8日与同事前往八达岭，但行程尚未最终确定。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.57539204}, {""mem_id"": ""dream_d20aa4e4c52a7896e2a781ea"", ""content"": ""用户在2026年8月15日至17日期间与张伟一起爬山。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.57304965}, {""mem_id"": ""dream_9a1f0a5c4d1259e36dddbfa2"", ""content"": ""用户在2026年8月与朋友小王有过两次聚会：8月13日一起吃烤肉，8月17日一起去奥森公园野餐。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.57230166}]",core_memory_file
95,JY_TC037,1,召回记忆,通通考考你，我现在是做什么的,软件工程|互联网|后端|开发,,False,软件工程|互联网|后端|开发,False,218,5,0.55434612,"[{""mem_id"": ""dream_13603e28f91270f262b3644e"", ""content"": ""用户有一位名叫小王的朋友，小王目前居住在北京通州区。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.55434612}, {""mem_id"": ""dream_b0c63cd7012058bd94ea68b1"", ""content"": ""用户的父亲从事外贸行业，母亲是公务员。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.55297753}, {""mem_id"": ""dream_ae9312b13874727d4b3af7dd"", ""content"": ""用户考试前一般会刷真题和做思维导图"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.54800222}, {""mem_id"": ""dream_f39ec7659173f771f3b8ec97"", ""content"": ""用户的配偶职业是医生"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.53341617}, {""mem_id"": ""dream_90414ed2c1a6dea055d0aaee"", ""content"": ""用户的父亲持有C1驾照"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.50577228}]",core_memory_file
96,JY_TC037,2,召回记忆,我最近在学什么,Python|数据分析,,False,Python|数据分析,False,218,5,0.59718974,"[{""mem_id"": ""dream_30bcdf7dc3619e65d2ef9cfe"", ""content"": ""用户喜欢道家文化，并正在阅读《道德经》。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.59718974}, {""mem_id"": ""dream_ae9312b13874727d4b3af7dd"", ""content"": ""用户考试前一般会刷真题和做思维导图"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.5870008}, {""mem_id"": ""dream_57a601bea7690cfbb28c4167"", ""content"": ""用户使用多邻国学习西班牙语，当前等级为30级，并计划达到100级。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.58614666}, {""mem_id"": ""dream_7a47cc82da54f51cd77df436"", ""content"": ""用户正在自学日语，使用《标准日本语初级上册》作为教材，并养成了每天晚上背诵20个单词和复习语法的习惯。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.57748794}, {""mem_id"": ""dream_da863b7459d7a7e1722e1469"", ""content"": ""用户对认知心理学特别感兴趣"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.57719859}]",core_memory_file
97,JY_TC037,3,召回记忆,给我定个学习目标,Python|数据分析|PMP,,True,,False,218,5,0.61446302,"[{""mem_id"": ""dream_ac37f6ad2cd678036dec9e3f"", ""content"": ""用户计划参加明年的北京全程马拉松，目标成绩为四小时内"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.61446302}, {""mem_id"": ""dream_9538cc1b32e35a797b01d631"", ""content"": ""用户计划在2026年内考取PMP证书。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.60178065}, {""mem_id"": ""dream_7a47cc82da54f51cd77df436"", ""content"": ""用户正在自学日语，使用《标准日本语初级上册》作为教材，并养成了每天晚上背诵20个单词和复习语法的习惯。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.59917739}, {""mem_id"": ""dream_57a601bea7690cfbb28c4167"", ""content"": ""用户使用多邻国学习西班牙语，当前等级为30级，并计划达到100级。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.5932849}, {""mem_id"": ""dream_9e9ec8208177d0c98ee8c234"", ""content"": ""用户在2026年8月17日至23日期间的期末考试中，语文考了98分，数学考了100分，总分位列全班第五。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.59176888}]",core_memory_file
98,JY_TC037,4,召回记忆,特别是最近的考试，给我定个阶段计划吧,PMP,,True,,False,218,5,0.65111855,"[{""mem_id"": ""dream_ae9312b13874727d4b3af7dd"", ""content"": ""用户考试前一般会刷真题和做思维导图"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.65111855}, {""mem_id"": ""dream_9e9ec8208177d0c98ee8c234"", ""content"": ""用户在2026年8月17日至23日期间的期末考试中，语文考了98分，数学考了100分，总分位列全班第五。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.58908871}, {""mem_id"": ""dream_ac37f6ad2cd678036dec9e3f"", ""content"": ""用户计划参加明年的北京全程马拉松，目标成绩为四小时内"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.58389691}, {""mem_id"": ""dream_5fef1a0faeb7ab47ba232333"", ""content"": ""用户计划在2027年6月参加CFA一级考试"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.58377267}, {""mem_id"": ""dream_9538cc1b32e35a797b01d631"", ""content"": ""用户计划在2026年内考取PMP证书。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.58265599}]",core_memory_file
99,JY_TC037,5,召回记忆,我怎么缓解压力呢,,,True,,False,218,5,0.58221307,"[{""mem_id"": ""dream_db9866c9b77fb338568a7fbf"", ""content"": ""用户在情绪调节上倾向于内省而非社交倾诉，偶尔写日记，以前压力大时会打游戏，但不喜欢找人倾诉。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.58221307}, {""mem_id"": ""dream_826cdaa506bfe00151f5134c"", ""content"": ""用户偏好跑步作为解压方式，并计划每天跑5公里；相比之下，用户不喜欢瑜伽、觉得冥想太玄乎，且不喜欢听空洞的励志鸡汤。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.57358526}, {""mem_id"": ""dream_7414d9fdd2112e11789c6236"", ""content"": ""用户患有高血压，平时服用硝苯地平缓释片，每天早晨服用一片。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.56714754}, {""mem_id"": ""dream_d4e4a1ff482dbe27cb3a433e"", ""content"": ""用户喜爱古典乐，并习惯使用交响乐或轻音乐作为助眠方式"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.54283008}, {""mem_id"": ""dream_4a19373705906bd9d70e760e"", ""content"": ""用户睡前习惯刷半小时手机短视频，且偶尔因工作压力大导致失眠"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.54133963}]",core_memory_file
100,JY_TC038,1,召回记忆,我朋友说他搬家了，之前是住哪的？,"小王,楼上",,False,楼上,False,218,5,0.66504304,"[{""mem_id"": ""dream_a4885127d34f3d847c060937"", ""content"": ""用户目前居住在北京朝阳区青年路（2026年7月从海淀区中关村搬来）。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.66504304}, {""mem_id"": ""dream_13603e28f91270f262b3644e"", ""content"": ""用户有一位名叫小王的朋友，小王目前居住在北京通州区。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.61594778}, {""mem_id"": ""dream_4e9457cb7cb249638ff5f986"", ""content"": ""用户最好的朋友是张伟，且张伟住在用户家楼下。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.60087879}, {""mem_id"": ""dream_fee6bcbea6b9374e310d3afa"", ""content"": ""用户在2026年8月17日从通州搬家到朝阳，新家距离地铁站步行5分钟。"", ""category"": ""episodic_memory"", ""subcategory"": """", ""score"": 0.60042214}, {""mem_id"": ""dream_071f5d5eddbb4a19fd489cbf"", ""content"": ""用户的住址是3号楼202室。"", ""category"": ""user_profile"", ""subcategory"": """", ""score"": 0.58053328}]",core_memory_file
