mem_id,content,type,timestamp,source_id,source_memory_ids,is_important,model,temperature,top_p
dream_8953d4250160bda45963a53c,用户名字是林一，外号是一一，英文名是jessica（之前叫ashely，由笔友安德烈取名），笔友是个老外叫安德烈。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e70c17e6fce1d31d74"", ""01a013e70c1727860cd31d74"", ""01a013e91ca597fb93d31d74"", ""01a013e91ca5b01400d31d74"", ""01a013e91ca5d1f82ed31d74"", ""01a013e91ca5f38eadd31d74"", ""01a013e91ca5376dc8d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_f11b06d24769cf7eeac32e39,用户抖音昵称是不吃香菜，在抖音关注的主播是董宇辉。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e91ca5cd2a87d31d74"", ""01a013e91ca50e2b9ed31d74""]",False,qwen3.8:27b,0.1,0.1
dream_72d972d899904f6007e7bc20,用户出生年份是1997年，属牛，年龄28岁，生日是8月20日。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e3b9f426baa4d31d74"", ""01a013e3b9f42a6060d31d74"", ""01a013e30ac74374f8d31d74"", ""01a013e163b7423169d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_0aa0711ffa82c490533de2ea,用户性格类型是INFP，讨厌社交，反感做事没规划的人，不喜欢找人倾诉，不喜欢聊工作上的烦心事，不喜欢听很空的励志鸡汤，觉得冥想太玄乎，偶尔会写日记。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e4221877fc86d31d74"", ""01a013e422189a3c50d31d74"", ""01a013e422186a9b85d31d74"", ""01a013e02087c1c983d31d74"", ""01a013d4cb6e1b6f46d31d74"", ""01a013e020870293f7d31d74"", ""01a013e020872eee7bd31d74"", ""01a013e0208759b3f7d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_8620a05ed8ba855e97138817,用户有抖腿的习惯。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e0a1d83f73ddd31d74""]",False,qwen3.8:27b,0.1,0.1
dream_f163856f2df2907539aead9b,用户早上起床困难，需要用三个闹钟才能叫醒自己，习惯在6:20先设个闹钟。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013df51b3779e27d31d74"", ""01a013df51b3c20f00d31d74"", ""01a013ca02b31ea998d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_57b7c4137190eb893f96639c,用户平时晚上11点睡觉，睡眠时长8小时，偶尔失眠（工作压力大导致），睡前会看半小时手机刷短视频，在办公室趴着睡午觉，午睡20分钟。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013df51b3c5f9b0d31d74"", ""01a013df51b3f79c43d31d74"", ""01a013df51b308e315d31d74"", ""01a013df51b3dafedfd31d74"", ""01a013df51b39d7512d31d74"", ""01a013df51b350a312d31d74"", ""01a013df51b3d33359d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_80a0586bf3fe80cd285e0216,用户发现跑步更解压，准备每天跑5公里，不喜欢瑜伽，以前压力大时会打游戏。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e020873fc4aed31d74"", ""01a013e02087479748d31d74"", ""01a013e0208716854ad31d74"", ""01a013e02087e19982d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_5b4719368a076228574ead74,用户每周一、三、五晚上7点到8点去健身房练力量，主要练习背部和腿部肌肉，更喜欢椭圆机，不喜欢跑步机。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013cdc1bf83ab14d31d74"", ""01a013cdc1bf3176fed31d74"", ""01a013dd79aa074e3bd31d74"", ""01a013dd79aa6dc13bd31d74""]",False,qwen3.8:27b,0.1,0.1
dream_fbf74d0b9fd080a02917e30d,用户北京全程马拉松目标成绩是四小时内，明年准备跑北京全程马拉松，今年在银川马拉松跑出了个人最好成绩。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e4c84b63e10cd31d74"", ""01a013e4c84b8ac9bcd31d74"", ""01a013e4c84bdff760d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_6230e3dda810df13fcff8779,用户周末没事就去野钓，使用手竿钓鱼，最喜欢钓鲫鱼，从来不玩路亚。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013d0850f9cd189d31d74"", ""01a013d0850fa391a2d31d74"", ""01a013d0850f819eedd31d74"", ""01a013d0850fad6379d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_5ea42279d05949da047ee7d8,用户不喜欢打桌球，觉得桌球太吵。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013c09ca46e5355d31d74"", ""01a013c09ca4f030f5d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_ac32bf915a8d3296d6ac829e,用户不喜欢爬山，觉得太累。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013dc2cb79025e3d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_51064b56a6e247cbee6dd2f4,用户讨厌排队超过半小时。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013c036e3e9a808d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_abe046fb6d123070f0bae84d,用户现在更喜欢自由行而不是跟团游，不喜欢重复去同一个城市，不喜欢连锁酒店，喜欢住宿有特色的客栈。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013dc2cb70e21d0d31d74"", ""01a013d8fc01f7752fd31d74"", ""01a013d8fc01faae52d31d74"", ""01a013d8fc014e004cd31d74""]",False,qwen3.8:27b,0.1,0.1
dream_287cbe92f919bf8a36347ca2,用户最远去过马尔代夫旅行。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013dc2cb76208c5d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_d83e325da6500a6257e4dbcc,用户不喜欢在纪念日送花。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013d99812ef641ad31d74""]",False,qwen3.8:27b,0.1,0.1
dream_d8d0fe74a0d52d07944c28ec,用户每年在纪念日去第一次约会的餐厅。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013d998122de479d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_850740525bbc8956e460e48f,用户2025年结婚，配偶职业是医生。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e3b9f466998ed31d74"", ""01a013e3b9f4163d6fd31d74""]",False,qwen3.8:27b,0.1,0.1
dream_b52a05ae560ae9bb604b596e,用户和女朋友谈了两年，2026年3月14日分手，4月1日复合，4月2日又分手。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e26dadae34bad31d74"", ""01a013e26dad092969d31d74"", ""01a013e26dad7fbdbcd31d74"", ""01a013e26dad9467c7d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_6d3402ca7ae887fbfed2172e,用户送过女朋友蓝牙耳机和一个拉布布。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013ced54dd8316ad31d74"", ""01a013ced54deececad31d74""]",False,qwen3.8:27b,0.1,0.1
dream_34ec8ac8173435998d681845,用户2026年10月14日是恋爱纪念日，2026年10月1日是妈妈生日。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013d99812abdf4fd31d74"", ""01a013d99812a96873d31d74""]",False,qwen3.8:27b,0.1,0.1
dream_09e6412144d6a7c7ef243da3,用户有父母，有一个妹妹（二年级），有一个弟弟（就读于中心小学），有一个儿子（新历生日5月3日，农历4月2日，每周二和周四下午4点到5点半在少年宫3楼学钢琴），有一个女儿（4岁，超级爱吃草莓，最喜欢听小星星，喜欢看《十万个为什么》）。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013d563e2eedc4cd31d74"", ""01a013d563e262f4d5d31d74"", ""01a013ea9ccbc93f1fd31d74"", ""01a013ea9ccb217893d31d74"", ""01a013e74f70ed518cd31d74"", ""01a013e74f70d2748fd31d74"", ""01a013d0f3f454c033d31d74"", ""01a013d0f3f429274ad31d74"", ""01a013e44bef2bba2ad31d74"", ""01a013e44bef5ffae9d31d74"", ""01a013e44bef4be9bfd31d74"", ""01a013e9a097db33bfd31d74""]",False,qwen3.8:27b,0.1,0.1
dream_9a39e3839189cfd4d8558d18,用户的大孩子是2022年3月12日出生的，出生时体重6斤8两；二孩子是2023年10月18日出生的，在同济医院生下。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013e5668ceca3b8d31d74"", ""01a013e5668ccd3353d31d74"", ""01a013e5668c63b7c9d31d74"", ""01a013e5668c007c9ad31d74""]",False,qwen3.8:27b,0.1,0.1
dream_8481cd6879024f80cb195d01,用户的孩子适合看儿童动画片，喜欢看有怪兽的电影。,user_profile,2026-08-19T15:05:38.149684+08:00,standalone_dreaming_temperature_0.1,"[""01a013ea1d92259acdd31d74"", ""01a013e64013051836d31d74""]",False,qwen3.8:27b,0.1,0.1
